id,password,dob,phoneNo,Union_id
91101153,91101153,27-Feb-88,1742442291,1153
91101154,91101154,28-Feb-88,1742442292,1154
91101155,91101155,29-Feb-88,1742442293,1155
91101156,91101156,1-Mar-88,1742442294,1156
91101157,91101157,2-Mar-88,1742442295,1157
91101158,91101158,3-Mar-88,1742442296,1158
91101159,91101159,4-Mar-88,1742442297,1159
91101160,91101160,5-Mar-88,1742442298,1160
91101161,91101161,6-Mar-88,1742442299,1161
91101162,91101162,7-Mar-88,1742442300,1162
91101163,91101163,8-Mar-88,1742442301,1163
91101164,91101164,9-Mar-88,1742442302,1164
91101165,91101165,10-Mar-88,1742442303,1165
91101166,91101166,11-Mar-88,1742442304,1166
91101167,91101167,12-Mar-88,1742442305,1167
91101168,91101168,13-Mar-88,1742442306,1168
91101169,91101169,14-Mar-88,1742442307,1169
91101170,91101170,15-Mar-88,1742442308,1170
91101171,91101171,16-Mar-88,1742442309,1171
91101172,91101172,17-Mar-88,1742442310,1172
91101173,91101173,18-Mar-88,1742442311,1173
91101174,91101174,19-Mar-88,1742442312,1174
91101175,91101175,20-Mar-88,1742442313,1175
91101176,91101176,21-Mar-88,1742442314,1176
91101177,91101177,22-Mar-88,1742442315,1177
91101178,91101178,23-Mar-88,1742442316,1178
91101179,91101179,24-Mar-88,1742442317,1179
91101180,91101180,25-Mar-88,1742442318,1180
91101181,91101181,26-Mar-88,1742442319,1181
91101182,91101182,27-Mar-88,1742442320,1182
91101183,91101183,28-Mar-88,1742442321,1183
91101184,91101184,29-Mar-88,1742442322,1184
91101185,91101185,30-Mar-88,1742442323,1185
91101186,91101186,31-Mar-88,1742442324,1186
91101187,91101187,1-Apr-88,1742442325,1187
91101188,91101188,2-Apr-88,1742442326,1188
91101189,91101189,3-Apr-88,1742442327,1189
91101190,91101190,4-Apr-88,1742442328,1190
91101191,91101191,5-Apr-88,1742442329,1191
91101192,91101192,6-Apr-88,1742442330,1192
91101193,91101193,7-Apr-88,1742442331,1193
91101194,91101194,8-Apr-88,1742442332,1194
91101195,91101195,9-Apr-88,1742442333,1195
91101196,91101196,10-Apr-88,1742442334,1196
91101197,91101197,11-Apr-88,1742442335,1197
91101198,91101198,12-Apr-88,1742442336,1198
91101199,91101199,13-Apr-88,1742442337,1199
91101200,91101200,14-Apr-88,1742442338,1200
91101201,91101201,15-Apr-88,1742442339,1201
91101202,91101202,16-Apr-88,1742442340,1202
91101203,91101203,17-Apr-88,1742442341,1203
91101204,91101204,18-Apr-88,1742442342,1204
91101205,91101205,19-Apr-88,1742442343,1205
91101206,91101206,20-Apr-88,1742442344,1206
91101207,91101207,21-Apr-88,1742442345,1207
91101208,91101208,22-Apr-88,1742442346,1208
91101209,91101209,23-Apr-88,1742442347,1209
91101210,91101210,24-Apr-88,1742442348,1210
91101211,91101211,25-Apr-88,1742442349,1211
91101212,91101212,26-Apr-88,1742442350,1212
91101213,91101213,27-Apr-88,1742442351,1213
91101214,91101214,28-Apr-88,1742442352,1214
91101215,91101215,29-Apr-88,1742442353,1215
91101216,91101216,30-Apr-88,1742442354,1216
91101217,91101217,1-May-88,1742442355,1217
91101218,91101218,2-May-88,1742442356,1218
91101219,91101219,3-May-88,1742442357,1219
91101220,91101220,4-May-88,1742442358,1220
91101221,91101221,5-May-88,1742442359,1221
91101222,91101222,6-May-88,1742442360,1222
91101223,91101223,7-May-88,1742442361,1223
91101224,91101224,8-May-88,1742442362,1224
91101225,91101225,9-May-88,1742442363,1225
91101226,91101226,10-May-88,1742442364,1226
91101227,91101227,11-May-88,1742442365,1227
91101228,91101228,12-May-88,1742442366,1228
91101229,91101229,13-May-88,1742442367,1229
91101230,91101230,14-May-88,1742442368,1230
91101231,91101231,15-May-88,1742442369,1231
91101232,91101232,16-May-88,1742442370,1232
91101233,91101233,17-May-88,1742442371,1233
91101234,91101234,18-May-88,1742442372,1234
91101235,91101235,19-May-88,1742442373,1235
91101236,91101236,20-May-88,1742442374,1236
91101237,91101237,21-May-88,1742442375,1237
91101238,91101238,22-May-88,1742442376,1238
91101239,91101239,23-May-88,1742442377,1239
91101240,91101240,24-May-88,1742442378,1240
91101241,91101241,25-May-88,1742442379,1241
91101242,91101242,26-May-88,1742442380,1242
91101243,91101243,27-May-88,1742442381,1243
91101244,91101244,28-May-88,1742442382,1244
91101245,91101245,29-May-88,1742442383,1245
91101246,91101246,30-May-88,1742442384,1246
91101247,91101247,31-May-88,1742442385,1247
91101248,91101248,1-Jun-88,1742442386,1248
91101249,91101249,2-Jun-88,1742442387,1249
91101250,91101250,3-Jun-88,1742442388,1250
91101251,91101251,4-Jun-88,1742442389,1251
91101252,91101252,5-Jun-88,1742442390,1252
91101253,91101253,6-Jun-88,1742442391,1253
91101254,91101254,7-Jun-88,1742442392,1254
91101255,91101255,8-Jun-88,1742442393,1255
91101256,91101256,9-Jun-88,1742442394,1256
91101257,91101257,10-Jun-88,1742442395,1257
91101258,91101258,11-Jun-88,1742442396,1258
91101259,91101259,12-Jun-88,1742442397,1259
91101260,91101260,13-Jun-88,1742442398,1260
91101261,91101261,14-Jun-88,1742442399,1261
91101262,91101262,15-Jun-88,1742442400,1262
91101263,91101263,16-Jun-88,1742442401,1263
91101264,91101264,17-Jun-88,1742442402,1264
91101265,91101265,18-Jun-88,1742442403,1265
91101266,91101266,19-Jun-88,1742442404,1266
91101267,91101267,20-Jun-88,1742442405,1267
91101268,91101268,21-Jun-88,1742442406,1268
91101269,91101269,22-Jun-88,1742442407,1269
91101270,91101270,23-Jun-88,1742442408,1270
91101271,91101271,24-Jun-88,1742442409,1271
91101272,91101272,25-Jun-88,1742442410,1272
91101273,91101273,26-Jun-88,1742442411,1273
91101274,91101274,27-Jun-88,1742442412,1274
91101275,91101275,28-Jun-88,1742442413,1275
91101276,91101276,29-Jun-88,1742442414,1276
91101277,91101277,30-Jun-88,1742442415,1277
91101278,91101278,1-Jul-88,1742442416,1278
91101279,91101279,2-Jul-88,1742442417,1279
91101280,91101280,3-Jul-88,1742442418,1280
91101281,91101281,4-Jul-88,1742442419,1281
91101282,91101282,5-Jul-88,1742442420,1282
91101283,91101283,6-Jul-88,1742442421,1283
91101284,91101284,7-Jul-88,1742442422,1284
91101285,91101285,8-Jul-88,1742442423,1285
91101286,91101286,9-Jul-88,1742442424,1286
91101287,91101287,10-Jul-88,1742442425,1287
91101288,91101288,11-Jul-88,1742442426,1288
91101289,91101289,12-Jul-88,1742442427,1289
91101290,91101290,13-Jul-88,1742442428,1290
91101291,91101291,14-Jul-88,1742442429,1291
91101292,91101292,15-Jul-88,1742442430,1292
91101293,91101293,16-Jul-88,1742442431,1293
91101294,91101294,17-Jul-88,1742442432,1294
91101295,91101295,18-Jul-88,1742442433,1295
91101296,91101296,19-Jul-88,1742442434,1296
91101297,91101297,20-Jul-88,1742442435,1297
91101298,91101298,21-Jul-88,1742442436,1298
91101299,91101299,22-Jul-88,1742442437,1299
91101300,91101300,23-Jul-88,1742442438,1300
91101301,91101301,24-Jul-88,1742442439,1301
91101302,91101302,25-Jul-88,1742442440,1302
91101303,91101303,26-Jul-88,1742442441,1303
91101304,91101304,27-Jul-88,1742442442,1304
91101305,91101305,28-Jul-88,1742442443,1305
91101306,91101306,29-Jul-88,1742442444,1306
91101307,91101307,30-Jul-88,1742442445,1307
91101308,91101308,31-Jul-88,1742442446,1308
91101309,91101309,1-Aug-88,1742442447,1309
91101310,91101310,2-Aug-88,1742442448,1310
91101311,91101311,3-Aug-88,1742442449,1311
91101312,91101312,4-Aug-88,1742442450,1312
91101313,91101313,5-Aug-88,1742442451,1313
91101314,91101314,6-Aug-88,1742442452,1314
91101315,91101315,7-Aug-88,1742442453,1315
91101316,91101316,8-Aug-88,1742442454,1316
91101317,91101317,9-Aug-88,1742442455,1317
91101318,91101318,10-Aug-88,1742442456,1318
91101319,91101319,11-Aug-88,1742442457,1319
91101320,91101320,12-Aug-88,1742442458,1320
91101321,91101321,13-Aug-88,1742442459,1321
91101322,91101322,14-Aug-88,1742442460,1322
91101323,91101323,15-Aug-88,1742442461,1323
91101324,91101324,16-Aug-88,1742442462,1324
91101325,91101325,17-Aug-88,1742442463,1325
91101326,91101326,18-Aug-88,1742442464,1326
91101327,91101327,19-Aug-88,1742442465,1327
91101328,91101328,20-Aug-88,1742442466,1328
91101329,91101329,21-Aug-88,1742442467,1329
91101330,91101330,22-Aug-88,1742442468,1330
91101331,91101331,23-Aug-88,1742442469,1331
91101332,91101332,24-Aug-88,1742442470,1332
91101333,91101333,25-Aug-88,1742442471,1333
91101334,91101334,26-Aug-88,1742442472,1334
91101335,91101335,27-Aug-88,1742442473,1335
91101336,91101336,28-Aug-88,1742442474,1336
91101337,91101337,29-Aug-88,1742442475,1337
91101338,91101338,30-Aug-88,1742442476,1338
91101339,91101339,31-Aug-88,1742442477,1339
91101340,91101340,1-Sep-88,1742442478,1340
91101341,91101341,2-Sep-88,1742442479,1341
91101342,91101342,3-Sep-88,1742442480,1342
91101343,91101343,4-Sep-88,1742442481,1343
91101344,91101344,5-Sep-88,1742442482,1344
91101345,91101345,6-Sep-88,1742442483,1345
91101346,91101346,7-Sep-88,1742442484,1346
91101347,91101347,8-Sep-88,1742442485,1347
91101348,91101348,9-Sep-88,1742442486,1348
91101349,91101349,10-Sep-88,1742442487,1349
91101350,91101350,11-Sep-88,1742442488,1350
91101351,91101351,12-Sep-88,1742442489,1351
91101352,91101352,13-Sep-88,1742442490,1352
91101353,91101353,14-Sep-88,1742442491,1353
91101354,91101354,15-Sep-88,1742442492,1354
91101355,91101355,16-Sep-88,1742442493,1355
91101356,91101356,17-Sep-88,1742442494,1356
91101357,91101357,18-Sep-88,1742442495,1357
91101358,91101358,19-Sep-88,1742442496,1358
91101359,91101359,20-Sep-88,1742442497,1359
91101360,91101360,21-Sep-88,1742442498,1360
91101361,91101361,22-Sep-88,1742442499,1361
91101362,91101362,23-Sep-88,1742442500,1362
91101363,91101363,24-Sep-88,1742442501,1363
91101364,91101364,25-Sep-88,1742442502,1364
91101365,91101365,26-Sep-88,1742442503,1365
91101366,91101366,27-Sep-88,1742442504,1366
91101367,91101367,28-Sep-88,1742442505,1367
91101368,91101368,29-Sep-88,1742442506,1368
91101369,91101369,30-Sep-88,1742442507,1369
91101370,91101370,1-Oct-88,1742442508,1370
91101371,91101371,2-Oct-88,1742442509,1371
91101372,91101372,3-Oct-88,1742442510,1372
91101373,91101373,4-Oct-88,1742442511,1373
91101374,91101374,5-Oct-88,1742442512,1374
91101375,91101375,6-Oct-88,1742442513,1375
91101376,91101376,7-Oct-88,1742442514,1376
91101377,91101377,8-Oct-88,1742442515,1377
91101378,91101378,9-Oct-88,1742442516,1378
91101379,91101379,10-Oct-88,1742442517,1379
91101380,91101380,11-Oct-88,1742442518,1380
91101381,91101381,12-Oct-88,1742442519,1381
91101382,91101382,13-Oct-88,1742442520,1382
91101383,91101383,14-Oct-88,1742442521,1383
91101384,91101384,15-Oct-88,1742442522,1384
91101385,91101385,16-Oct-88,1742442523,1385
91101386,91101386,17-Oct-88,1742442524,1386
91101387,91101387,18-Oct-88,1742442525,1387
91101388,91101388,19-Oct-88,1742442526,1388
91101389,91101389,20-Oct-88,1742442527,1389
91101390,91101390,21-Oct-88,1742442528,1390
91101391,91101391,22-Oct-88,1742442529,1391
91101392,91101392,23-Oct-88,1742442530,1392
91101393,91101393,24-Oct-88,1742442531,1393
91101394,91101394,25-Oct-88,1742442532,1394
91101395,91101395,26-Oct-88,1742442533,1395
91101396,91101396,27-Oct-88,1742442534,1396
91101397,91101397,28-Oct-88,1742442535,1397
91101398,91101398,29-Oct-88,1742442536,1398
91101399,91101399,30-Oct-88,1742442537,1399
91101400,91101400,31-Oct-88,1742442538,1400
91101401,91101401,1-Nov-88,1742442539,1401
91101402,91101402,2-Nov-88,1742442540,1402
91101403,91101403,3-Nov-88,1742442541,1403
91101404,91101404,4-Nov-88,1742442542,1404
91101405,91101405,5-Nov-88,1742442543,1405
91101406,91101406,6-Nov-88,1742442544,1406
91101407,91101407,7-Nov-88,1742442545,1407
91101408,91101408,8-Nov-88,1742442546,1408
91101409,91101409,9-Nov-88,1742442547,1409
91101410,91101410,10-Nov-88,1742442548,1410
91101411,91101411,11-Nov-88,1742442549,1411
91101412,91101412,12-Nov-88,1742442550,1412
91101413,91101413,13-Nov-88,1742442551,1413
91101414,91101414,14-Nov-88,1742442552,1414
91101415,91101415,15-Nov-88,1742442553,1415
91101416,91101416,16-Nov-88,1742442554,1416
91101417,91101417,17-Nov-88,1742442555,1417
91101418,91101418,18-Nov-88,1742442556,1418
91101419,91101419,19-Nov-88,1742442557,1419
91101420,91101420,20-Nov-88,1742442558,1420
91101421,91101421,21-Nov-88,1742442559,1421
91101422,91101422,22-Nov-88,1742442560,1422
91101423,91101423,23-Nov-88,1742442561,1423
91101424,91101424,24-Nov-88,1742442562,1424
91101425,91101425,25-Nov-88,1742442563,1425
91101426,91101426,26-Nov-88,1742442564,1426
91101427,91101427,27-Nov-88,1742442565,1427
91101428,91101428,28-Nov-88,1742442566,1428
91101429,91101429,29-Nov-88,1742442567,1429
91101430,91101430,30-Nov-88,1742442568,1430
91101431,91101431,1-Dec-88,1742442569,1431
91101432,91101432,2-Dec-88,1742442570,1432
91101433,91101433,3-Dec-88,1742442571,1433
91101434,91101434,4-Dec-88,1742442572,1434
91101435,91101435,5-Dec-88,1742442573,1435
91101436,91101436,6-Dec-88,1742442574,1436
91101437,91101437,7-Dec-88,1742442575,1437
91101438,91101438,8-Dec-88,1742442576,1438
91101439,91101439,9-Dec-88,1742442577,1439
91101440,91101440,10-Dec-88,1742442578,1440
91101441,91101441,11-Dec-88,1742442579,1441
91101442,91101442,12-Dec-88,1742442580,1442
91101443,91101443,13-Dec-88,1742442581,1443
91101444,91101444,14-Dec-88,1742442582,1444
91101445,91101445,15-Dec-88,1742442583,1445
91101446,91101446,16-Dec-88,1742442584,1446
91101447,91101447,17-Dec-88,1742442585,1447
91101448,91101448,18-Dec-88,1742442586,1448
91101449,91101449,19-Dec-88,1742442587,1449
91101450,91101450,20-Dec-88,1742442588,1450
91101451,91101451,21-Dec-88,1742442589,1451
91101452,91101452,22-Dec-88,1742442590,1452
91101453,91101453,23-Dec-88,1742442591,1453
91101454,91101454,24-Dec-88,1742442592,1454
91101455,91101455,25-Dec-88,1742442593,1455
91101456,91101456,26-Dec-88,1742442594,1456
91101457,91101457,27-Dec-88,1742442595,1457
91101458,91101458,28-Dec-88,1742442596,1458
91101459,91101459,29-Dec-88,1742442597,1459
91101460,91101460,30-Dec-88,1742442598,1460
91101461,91101461,31-Dec-88,1742442599,1461
91101462,91101462,1-Jan-89,1742442600,1462
91101463,91101463,2-Jan-89,1742442601,1463
91101464,91101464,3-Jan-89,1742442602,1464
91101465,91101465,4-Jan-89,1742442603,1465
91101466,91101466,5-Jan-89,1742442604,1466
91101467,91101467,6-Jan-89,1742442605,1467
91101468,91101468,7-Jan-89,1742442606,1468
91101469,91101469,8-Jan-89,1742442607,1469
91101470,91101470,9-Jan-89,1742442608,1470
91101471,91101471,10-Jan-89,1742442609,1471
91101472,91101472,11-Jan-89,1742442610,1472
91101473,91101473,12-Jan-89,1742442611,1473
91101474,91101474,13-Jan-89,1742442612,1474
91101475,91101475,14-Jan-89,1742442613,1475
91101476,91101476,15-Jan-89,1742442614,1476
91101477,91101477,16-Jan-89,1742442615,1477
91101478,91101478,17-Jan-89,1742442616,1478
91101479,91101479,18-Jan-89,1742442617,1479
91101480,91101480,19-Jan-89,1742442618,1480
91101481,91101481,20-Jan-89,1742442619,1481
91101482,91101482,21-Jan-89,1742442620,1482
91101483,91101483,22-Jan-89,1742442621,1483
91101484,91101484,23-Jan-89,1742442622,1484
91101485,91101485,24-Jan-89,1742442623,1485
91101486,91101486,25-Jan-89,1742442624,1486
91101487,91101487,26-Jan-89,1742442625,1487
91101488,91101488,27-Jan-89,1742442626,1488
91101489,91101489,28-Jan-89,1742442627,1489
91101490,91101490,29-Jan-89,1742442628,1490
91101491,91101491,30-Jan-89,1742442629,1491
91101492,91101492,31-Jan-89,1742442630,1492
91101493,91101493,1-Feb-89,1742442631,1493
91101494,91101494,2-Feb-89,1742442632,1494
91101495,91101495,3-Feb-89,1742442633,1495
91101496,91101496,4-Feb-89,1742442634,1496
91101497,91101497,5-Feb-89,1742442635,1497
91101498,91101498,6-Feb-89,1742442636,1498
91101499,91101499,7-Feb-89,1742442637,1499
91101500,91101500,8-Feb-89,1742442638,1500
91101501,91101501,9-Feb-89,1742442639,1501
91101502,91101502,10-Feb-89,1742442640,1502
91101503,91101503,11-Feb-89,1742442641,1503
91101504,91101504,12-Feb-89,1742442642,1504
91101505,91101505,13-Feb-89,1742442643,1505
91101506,91101506,14-Feb-89,1742442644,1506
91101507,91101507,15-Feb-89,1742442645,1507
91101508,91101508,16-Feb-89,1742442646,1508
91101509,91101509,17-Feb-89,1742442647,1509
91101510,91101510,18-Feb-89,1742442648,1510
91101511,91101511,19-Feb-89,1742442649,1511
91101512,91101512,20-Feb-89,1742442650,1512
91101513,91101513,21-Feb-89,1742442651,1513
91101514,91101514,22-Feb-89,1742442652,1514
91101515,91101515,23-Feb-89,1742442653,1515
91101516,91101516,24-Feb-89,1742442654,1516
91101517,91101517,25-Feb-89,1742442655,1517
91101518,91101518,26-Feb-89,1742442656,1518
91101519,91101519,27-Feb-89,1742442657,1519
91101520,91101520,28-Feb-89,1742442658,1520
91101521,91101521,1-Mar-89,1742442659,1521
91101522,91101522,2-Mar-89,1742442660,1522
91101523,91101523,3-Mar-89,1742442661,1523
91101524,91101524,4-Mar-89,1742442662,1524
91101525,91101525,5-Mar-89,1742442663,1525
91101526,91101526,6-Mar-89,1742442664,1526
91101527,91101527,7-Mar-89,1742442665,1527
91101528,91101528,8-Mar-89,1742442666,1528
91101529,91101529,9-Mar-89,1742442667,1529
91101530,91101530,10-Mar-89,1742442668,1530
91101531,91101531,11-Mar-89,1742442669,1531
91101532,91101532,12-Mar-89,1742442670,1532
91101533,91101533,13-Mar-89,1742442671,1533
91101534,91101534,14-Mar-89,1742442672,1534
91101535,91101535,15-Mar-89,1742442673,1535
91101536,91101536,16-Mar-89,1742442674,1536
91101537,91101537,17-Mar-89,1742442675,1537
91101538,91101538,18-Mar-89,1742442676,1538
91101539,91101539,19-Mar-89,1742442677,1539
91101540,91101540,20-Mar-89,1742442678,1540
91101541,91101541,21-Mar-89,1742442679,1541
91101542,91101542,22-Mar-89,1742442680,1542
91101543,91101543,23-Mar-89,1742442681,1543
91101544,91101544,24-Mar-89,1742442682,1544
91101545,91101545,25-Mar-89,1742442683,1545
91101546,91101546,26-Mar-89,1742442684,1546
91101547,91101547,27-Mar-89,1742442685,1547
91101548,91101548,28-Mar-89,1742442686,1548
91101549,91101549,29-Mar-89,1742442687,1549
91101550,91101550,30-Mar-89,1742442688,1550
91101551,91101551,31-Mar-89,1742442689,1551
91101552,91101552,1-Apr-89,1742442690,1552
91101553,91101553,2-Apr-89,1742442691,1553
91101554,91101554,3-Apr-89,1742442692,1554
91101555,91101555,4-Apr-89,1742442693,1555
91101556,91101556,5-Apr-89,1742442694,1556
91101557,91101557,6-Apr-89,1742442695,1557
91101558,91101558,7-Apr-89,1742442696,1558
91101559,91101559,8-Apr-89,1742442697,1559
91101560,91101560,9-Apr-89,1742442698,1560
91101561,91101561,10-Apr-89,1742442699,1561
91101562,91101562,11-Apr-89,1742442700,1562
91101563,91101563,12-Apr-89,1742442701,1563
91101564,91101564,13-Apr-89,1742442702,1564
91101565,91101565,14-Apr-89,1742442703,1565
91101566,91101566,15-Apr-89,1742442704,1566
91101567,91101567,16-Apr-89,1742442705,1567
91101568,91101568,17-Apr-89,1742442706,1568
91101569,91101569,18-Apr-89,1742442707,1569
91101570,91101570,19-Apr-89,1742442708,1570
91101571,91101571,20-Apr-89,1742442709,1571
91101572,91101572,21-Apr-89,1742442710,1572
91101573,91101573,22-Apr-89,1742442711,1573
91101574,91101574,23-Apr-89,1742442712,1574
91101575,91101575,24-Apr-89,1742442713,1575
91101576,91101576,25-Apr-89,1742442714,1576
91101577,91101577,26-Apr-89,1742442715,1577
91101578,91101578,27-Apr-89,1742442716,1578
91101579,91101579,28-Apr-89,1742442717,1579
91101580,91101580,29-Apr-89,1742442718,1580
91101581,91101581,30-Apr-89,1742442719,1581
91101582,91101582,1-May-89,1742442720,1582
91101583,91101583,2-May-89,1742442721,1583
91101584,91101584,3-May-89,1742442722,1584
91101585,91101585,4-May-89,1742442723,1585
91101586,91101586,5-May-89,1742442724,1586
91101587,91101587,6-May-89,1742442725,1587
91101588,91101588,7-May-89,1742442726,1588
91101589,91101589,8-May-89,1742442727,1589
91101590,91101590,9-May-89,1742442728,1590
91101591,91101591,10-May-89,1742442729,1591
91101592,91101592,11-May-89,1742442730,1592
91101593,91101593,12-May-89,1742442731,1593
91101594,91101594,13-May-89,1742442732,1594
91101595,91101595,14-May-89,1742442733,1595
91101596,91101596,15-May-89,1742442734,1596
91101597,91101597,16-May-89,1742442735,1597
91101598,91101598,17-May-89,1742442736,1598
91101599,91101599,18-May-89,1742442737,1599
91101600,91101600,19-May-89,1742442738,1600
91101601,91101601,20-May-89,1742442739,1601
91101602,91101602,21-May-89,1742442740,1602
91101603,91101603,22-May-89,1742442741,1603
91101604,91101604,23-May-89,1742442742,1604
91101605,91101605,24-May-89,1742442743,1605
91101606,91101606,25-May-89,1742442744,1606
91101607,91101607,26-May-89,1742442745,1607
91101608,91101608,27-May-89,1742442746,1608
91101609,91101609,28-May-89,1742442747,1609
91101610,91101610,29-May-89,1742442748,1610
91101611,91101611,30-May-89,1742442749,1611
91101612,91101612,31-May-89,1742442750,1612
91101613,91101613,1-Jun-89,1742442751,1613
91101614,91101614,2-Jun-89,1742442752,1614
91101615,91101615,3-Jun-89,1742442753,1615
91101616,91101616,4-Jun-89,1742442754,1616
91101617,91101617,5-Jun-89,1742442755,1617
91101618,91101618,6-Jun-89,1742442756,1618
91101619,91101619,7-Jun-89,1742442757,1619
91101620,91101620,8-Jun-89,1742442758,1620
91101621,91101621,9-Jun-89,1742442759,1621
91101622,91101622,10-Jun-89,1742442760,1622
91101623,91101623,11-Jun-89,1742442761,1623
91101624,91101624,12-Jun-89,1742442762,1624
91101625,91101625,13-Jun-89,1742442763,1625
91101626,91101626,14-Jun-89,1742442764,1626
91101627,91101627,15-Jun-89,1742442765,1627
91101628,91101628,16-Jun-89,1742442766,1628
91101629,91101629,17-Jun-89,1742442767,1629
91101630,91101630,18-Jun-89,1742442768,1630
91101631,91101631,19-Jun-89,1742442769,1631
91101632,91101632,20-Jun-89,1742442770,1632
91101633,91101633,21-Jun-89,1742442771,1633
91101634,91101634,22-Jun-89,1742442772,1634
91101635,91101635,23-Jun-89,1742442773,1635
91101636,91101636,24-Jun-89,1742442774,1636
91101637,91101637,25-Jun-89,1742442775,1637
91101638,91101638,26-Jun-89,1742442776,1638
91101639,91101639,27-Jun-89,1742442777,1639
91101640,91101640,28-Jun-89,1742442778,1640
91101641,91101641,29-Jun-89,1742442779,1641
91101642,91101642,30-Jun-89,1742442780,1642
91101643,91101643,1-Jul-89,1742442781,1643
91101644,91101644,2-Jul-89,1742442782,1644
91101645,91101645,3-Jul-89,1742442783,1645
91101646,91101646,4-Jul-89,1742442784,1646
91101647,91101647,5-Jul-89,1742442785,1647
91101648,91101648,6-Jul-89,1742442786,1648
91101649,91101649,7-Jul-89,1742442787,1649
91101650,91101650,8-Jul-89,1742442788,1650
91101651,91101651,9-Jul-89,1742442789,1651
91101652,91101652,10-Jul-89,1742442790,1652
91101653,91101653,11-Jul-89,1742442791,1653
91101654,91101654,12-Jul-89,1742442792,1654
91101655,91101655,13-Jul-89,1742442793,1655
91101656,91101656,14-Jul-89,1742442794,1656
91101657,91101657,15-Jul-89,1742442795,1657
91101658,91101658,16-Jul-89,1742442796,1658
91101659,91101659,17-Jul-89,1742442797,1659
91101660,91101660,18-Jul-89,1742442798,1660
91101661,91101661,19-Jul-89,1742442799,1661
91101662,91101662,20-Jul-89,1742442800,1662
91101663,91101663,21-Jul-89,1742442801,1663
91101664,91101664,22-Jul-89,1742442802,1664
91101665,91101665,23-Jul-89,1742442803,1665
91101666,91101666,24-Jul-89,1742442804,1666
91101667,91101667,25-Jul-89,1742442805,1667
91101668,91101668,26-Jul-89,1742442806,1668
91101669,91101669,27-Jul-89,1742442807,1669
91101670,91101670,28-Jul-89,1742442808,1670
91101671,91101671,29-Jul-89,1742442809,1671
91101672,91101672,30-Jul-89,1742442810,1672
91101673,91101673,31-Jul-89,1742442811,1673
91101674,91101674,1-Aug-89,1742442812,1674
91101675,91101675,2-Aug-89,1742442813,1675
91101676,91101676,3-Aug-89,1742442814,1676
91101677,91101677,4-Aug-89,1742442815,1677
91101678,91101678,5-Aug-89,1742442816,1678
91101679,91101679,6-Aug-89,1742442817,1679
91101680,91101680,7-Aug-89,1742442818,1680
91101681,91101681,8-Aug-89,1742442819,1681
91101682,91101682,9-Aug-89,1742442820,1682
91101683,91101683,10-Aug-89,1742442821,1683
91101684,91101684,11-Aug-89,1742442822,1684
91101685,91101685,12-Aug-89,1742442823,1685
91101686,91101686,13-Aug-89,1742442824,1686
91101687,91101687,14-Aug-89,1742442825,1687
91101688,91101688,15-Aug-89,1742442826,1688
91101689,91101689,16-Aug-89,1742442827,1689
91101690,91101690,17-Aug-89,1742442828,1690
91101691,91101691,18-Aug-89,1742442829,1691
91101692,91101692,19-Aug-89,1742442830,1692
91101693,91101693,20-Aug-89,1742442831,1693
91101694,91101694,21-Aug-89,1742442832,1694
91101695,91101695,22-Aug-89,1742442833,1695
91101696,91101696,23-Aug-89,1742442834,1696
91101697,91101697,24-Aug-89,1742442835,1697
91101698,91101698,25-Aug-89,1742442836,1698
91101699,91101699,26-Aug-89,1742442837,1699
91101700,91101700,27-Aug-89,1742442838,1700
91101701,91101701,28-Aug-89,1742442839,1701
91101702,91101702,29-Aug-89,1742442840,1702
91101703,91101703,30-Aug-89,1742442841,1703
91101704,91101704,31-Aug-89,1742442842,1704
91101705,91101705,1-Sep-89,1742442843,1705
91101706,91101706,2-Sep-89,1742442844,1706
91101707,91101707,3-Sep-89,1742442845,1707
91101708,91101708,4-Sep-89,1742442846,1708
91101709,91101709,5-Sep-89,1742442847,1709
91101710,91101710,6-Sep-89,1742442848,1710
91101711,91101711,7-Sep-89,1742442849,1711
91101712,91101712,8-Sep-89,1742442850,1712
91101713,91101713,9-Sep-89,1742442851,1713
91101714,91101714,10-Sep-89,1742442852,1714
91101715,91101715,11-Sep-89,1742442853,1715
91101716,91101716,12-Sep-89,1742442854,1716
91101717,91101717,13-Sep-89,1742442855,1717
91101718,91101718,14-Sep-89,1742442856,1718
91101719,91101719,15-Sep-89,1742442857,1719
91101720,91101720,16-Sep-89,1742442858,1720
91101721,91101721,17-Sep-89,1742442859,1721
91101722,91101722,18-Sep-89,1742442860,1722
91101723,91101723,19-Sep-89,1742442861,1723
91101724,91101724,20-Sep-89,1742442862,1724
91101725,91101725,21-Sep-89,1742442863,1725
91101726,91101726,22-Sep-89,1742442864,1726
91101727,91101727,23-Sep-89,1742442865,1727
91101728,91101728,24-Sep-89,1742442866,1728
91101729,91101729,25-Sep-89,1742442867,1729
91101730,91101730,26-Sep-89,1742442868,1730
91101731,91101731,27-Sep-89,1742442869,1731
91101732,91101732,28-Sep-89,1742442870,1732
91101733,91101733,29-Sep-89,1742442871,1733
91101734,91101734,30-Sep-89,1742442872,1734
91101735,91101735,1-Oct-89,1742442873,1735
91101736,91101736,2-Oct-89,1742442874,1736
91101737,91101737,3-Oct-89,1742442875,1737
91101738,91101738,4-Oct-89,1742442876,1738
91101739,91101739,5-Oct-89,1742442877,1739
